preferredLabel	conceptUri	skillType	altLabels	hiddenLabels	description
inspicere malingskvalitet	http://data.europa.eu/esco/skill/026db24f-6972-460b-a784-d34afaf8d498	skill/competence			Inspicere maling for at sikre, at den er af god kvalitet ved at teste viskositet, ensartethed og andre faktorer.
kasseformer	http://data.europa.eu/esco/skill/027f47ba-2435-47dc-9fd3-5f05c6a52e93	knowledge			Forskellige kasseformer i Europa. Disse defineres med en 4-cifret kode og angives af European Federation of Corrugated Board Manufacturers (FEFCO). Formerne er først of fremmest et eksempel på komplicerede og særlige kassedesigns.
indsamle finansielle oplysninger om ejendom	http://data.europa.eu/esco/skill/02820870-3b92-480b-8475-8a521563ea3c	skill/competence			Indsamle oplysninger om tidligere transaktioner vedrørende ejendommen, såsom de priser, som ejendommen tidligere er blevet solgt til, og de omkostninger, der er forbundet med reparation og renovering, med henblik på at opnå et klart billede af ejendommens værdi.
spore finansielle transaktioner	http://data.europa.eu/esco/skill/0295b2a4-fb86-495f-9547-d479532fc4c2	skill/competence			Iagttage, spore og analysere finansielle transaktioner foretaget i virksomheder eller banker. Afgøre, om transaktionen er gyldig, og kontrollere mistænkelige transaktioner eller transaktioner med høj risiko for at undgå dårlig forvaltning.
bidrage til fysioterapitjenester af høj kvalitet	http://data.europa.eu/esco/skill/029e2bb0-6dd8-4600-bb89-ac7480ae8fb0	skill/competence			Deltage i aktiviteter, der fremmer kvalitet, navnlig i forbindelse med erhvervelse og evaluering af udstyr, ressourcer, sikker opbevaring og udbudsstyring.
installere radiatorer	http://data.europa.eu/esco/skill/02a78cf3-8b31-4911-bcad-c989a1b7ff40	skill/competence			Installere varmevekslere, der overfører termisk energi til opvarmning eller afkøling af omgivelserne. Forbinde rørene til centralvarmesystemet.
rådgive kunder om brugen af plejeprodukter til kæledyr	http://data.europa.eu/esco/skill/02ae2a55-4b7c-41d2-86ec-9a2a38b73fe6	skill/competence			Rådgive om grundlæggende plejemidler, f.eks. kosttilskud og vitaminer, som kan bruges til forskellige typer kæledyr.
betjene fjernmålingsudstyr	http://data.europa.eu/esco/skill/02b6350e-433a-42b1-b620-92fc53b9a14d	skill/competence			Oprette og betjene fjernmålingsudstyr såsom radarer, teleskoper og kameraer med henblik på at indhente oplysninger om jordens overflade og atmosfære.
beregne trappestigning og -forløb	http://data.europa.eu/esco/skill/02bbd0fb-b108-49a8-9c48-5b0c447d3fdf	skill/competence			Beregne de passende foranstaltninger for forøgelse og drift af de enkelte trapper, idet der tages hensyn til trappernes samlede højde og dybde, eventuel gulvbelægning og de trappemål, der muliggør en behagelig anvendelse.
førstehjælp til dyr	http://data.europa.eu/esco/skill/02bf9522-bd6e-4482-be03-1827483be21a	knowledge			Nødbehandling af dyr, herunder principperne for og formålet med førstehjælp til dyr.
indgå i dialog med udendørsgrupper	http://data.europa.eu/esco/skill/02c1a369-f1e7-4f8e-8882-d7ded57f9cf4	skill/competence			Identificere udendørsaktiviteter, der er tilladt eller egnet til udendørs brug baseret på gruppens behov.
beskrive baggrund for nyheder	http://data.europa.eu/esco/skill/02c462b7-b93b-44a7-ba3a-9d3b7a163f51	skill/competence			Skabe en væsentlig baggrund for nationale eller internationale nyhedshistorier med henblik på at forklare tingene mere detaljeret.
kredsløbsdiagrammer	http://data.europa.eu/esco/skill/02c71cde-f513-43da-8952-0974763c7568	knowledge			Gennemlæse og forstå kredsløbsdiagrammer, der viser forbindelser mellem anordninger, f.eks. effekt- og signalforbindelser.
udforme kunstnerisk produktion	http://data.europa.eu/esco/skill/02c7caf4-4e8b-4745-8917-dbbd3af17c28	skill/competence			Indgive og dokumentere en produktion i alle faser lige efter forestillingsperioden, således at den kan reproduceres, og alle relevante oplysninger forbliver tilgængelige.
installere passagerserviceenheder	http://data.europa.eu/esco/skill/02d5c52b-e7f9-4d8c-adc2-d0332f49535b	skill/competence			Installere strømforsyninger i loftet af et fly ved brug af hånd- og elværktøj.
forstå skrevet koreansk	http://data.europa.eu/esco/skill/02d68c2b-1722-4440-8e25-376650e123c8	skill/competence			Læse og forstå skrevne tekster på koreansk.
opbevare resultater af broundersøgelser	http://data.europa.eu/esco/skill/02e0b3e9-c9e0-4063-983b-b5a7697e0f78	skill/competence			Optegne resultaterne af broundersøgelser på skrift og sende dem til de rette myndigheder; de kan afsløre, at en bros tilstand eller komponenter påvirker belastningskapaciteten.
dele til sandblæsningsmaskine	http://data.europa.eu/esco/skill/02e1ca57-0715-438b-886d-f0f938ac3efc	knowledge			De forskellige dele af en type sandblæsningsmaskine, deres egenskaber og anvendelsesmuligheder, såsom trædebræt, blæsemundstykke, opsamler af støv, filter, slibemidler mv.
skabe modeller	http://data.europa.eu/esco/skill/02e22093-3436-46a8-8dc5-b041bc4800cc	skill/competence			Udarbejde modeller til forberedelse af et kunstværk.
følge kontrolprocedurer for sundhedsfarlige stoffer	http://data.europa.eu/esco/skill/02e235f4-a30a-412a-a06e-1c471ad28678	skill/competence	"følge COSHH-procedurer
følge sikkerhedsanvisninger for sundhedsfarlige stoffer
overholde procedurer til kontrol med sundhedsfarlige stoffer
overholde kontrolprocedurer for sundhedsfarlige stoffer"		Tilslutte sig procedurerne for kontrol af stoffer, som er farlige for sundheden (COSHH), i forbindelse med aktiviteter, der involverer farlige stoffer, f.eks. bakterier, allergener, olieaffald, maling eller bremsevæsker, der medfører sygdom eller skader.
vurdere visuel virkning af udstilling	http://data.europa.eu/esco/skill/02eeea19-76db-4d19-bb8b-a649c0fbe796	skill/competence			Analysere feedback fra kunder og kolleger om den visuelle påvirkning af skærme og udstillingsmontrer; implementere ændringer, hvor der er behov for det.
udvælge glas til servering	http://data.europa.eu/esco/skill/02f115d8-9e14-499c-97c1-f9eac282edc5	skill/competence	"vælge passende glas til servering
vælge glas til servering
udvælge serveringsglas
vælge serveringsglas"		Vælge passende glasvarer til drikkevarer og kontrollere kvaliteten og renligheden af glas.
cardiovaskulært system	http://data.europa.eu/esco/skill/03006fd3-254f-44bc-aa8f-dfe1c727463e	knowledge	hjerte-kredsløbssystem		Det cardiovaskulære system, herunder anatomi, fysiologi og patofysiologi af kredsløbssystemet inden for sundhed og sygdom.
biosikkerhed i forbindelse med dyr	http://data.europa.eu/esco/skill/0302f93a-0d38-4c00-bc37-eda17b6316ea	knowledge			Kendskab til hygiejne og biosikkerhedsforanstaltninger i arbejdet med dyr, herunder årsager, overførsel og forebyggelse af sygdomme samt anvendelse af politikker, materialer og udstyr.
tjekke oplysninger på recepter	http://data.europa.eu/esco/skill/030de41b-bb8b-4e4b-859c-9afd4c17605b	skill/competence			Kontrollere oplysninger om recepter fra patienter eller lægen, som sikrer, at oplysningerne er fuldstændige og nøjagtige.
påtage sig ansvaret for at opretholde et sikkert skibsfartsmiljø	http://data.europa.eu/esco/skill/03134e63-81eb-439a-b6eb-7de49ae01bbd	skill/competence			Sikre, at der er et sikkert miljø om bord for besætning og passagerer.
følge hygiejnepraksis for fiskeri	http://data.europa.eu/esco/skill/031bfd8d-af80-4606-b4bb-6de4d5da6249	skill/competence			Overholde de rette bestemmelser og praksisser med henblik på at varetage fiskeriopgaver og -ansvar på en hygiejnisk måde.
supervisere arbejde med designplanlægning	http://data.europa.eu/esco/skill/03227978-f839-4cc8-88a6-0a3c44d2c776	skill/competence			Føre tilsyn med det igangværende arbejde i projekteringsfasen og på stedet.
måle træer	http://data.europa.eu/esco/skill/032867c3-3c53-42ad-aabe-030eeb6292ab	skill/competence			Tage alle relevante mål af et træ: Der anvendes et cliniometer til måling af højde, bånd til måling af omkredsen samt tilvækstbor og barktykkelsesmåler til skøn over vækstraten.
bøje stave	http://data.europa.eu/esco/skill/0329ab41-3212-4e4f-8112-9e9ff5217f7b	skill/competence			Der anvendes forskellige teknikker til at give træplanker den ønskede kurve, f.eks. ved at blødgøre træ i damptunneler og derefter erstatte spændebåndet med stærkere bånd.
udvælge musik til forestilling	http://data.europa.eu/esco/skill/032a4ab8-1034-4541-8037-b2cdcc7fd19a	skill/competence			Vælge musikstykker til en liveoptræden. Tage hensyn til faktorer såsom ensemblets færdigheder, tilgængeligheden af partiturer og behovet for musikvariation.
geologisk kortlægning	http://data.europa.eu/esco/skill/032b0bed-22b1-456b-8009-91e6b838fe45	knowledge			Den teknik, der anvendes til at udarbejde kort, der tydeligt viser et områdes geologiske forhold og bjergartslag i et område, der kan være nyttigt for mineprojekter og geologiske undersøgelser.
passe elektronstrålesvejsemaskine	http://data.europa.eu/esco/skill/03305638-bd08-410a-a960-f963ad89cce6	skill/competence			Passe en maskine til metalforarbejdning, der er konstrueret til at forbinde metalstykker ved hjælp af en elektronstråle, der anvender en koncentreret varmekilde, overvåge og anvende den i henhold til reglerne.
kontrollere borddækningen	http://data.europa.eu/esco/skill/03353964-657a-4737-9afc-1ca9ec04195b	skill/competence	"kontrollere opsætning af borde
kontrollere  at borddækningen er korrekt
supervisere borddækningen
kontrollere brug af glas  service og tallerkener på borde
efterse borddækning"		Kontrollere borddækninger for at sikre en korrekt opdækning, herunder bestik og glas.
køre automatisk bil	http://data.europa.eu/esco/skill/0337c577-f837-4518-9263-b753c24f3a21	skill/competence			Føre et køretøj, der betjenes med et automatisk eller selvskiftende transmissionssystem, sikkert og i henhold til forskrifterne.
klargøre intravenøse pakker	http://data.europa.eu/esco/skill/033d6175-fa43-4d75-8e2c-6df348ffa0c8	skill/competence			Under en farmaceuts overvågning tilsættes opmålte stoffer eller næringsstoffer til intravenøse opløsninger for at klargøre intravenøse pakker, og der sikres en proces under sterile forhold.
konfigurere elektronisk udstyr	http://data.europa.eu/esco/skill/03459358-3f0f-4b13-a143-890e2da798d3	skill/competence			Sikre, at elektronisk udstyr konfigureres korrekt.
Erlang	http://data.europa.eu/esco/skill/034c29fa-c3ba-45ea-b8f3-bf8e3705e386	knowledge			Teknikker og principper for softwareudvikling, såsom analyse, algoritmer, kodning, test og opstilling af programmeringsparadigmer i Erlang.
betjene specialiseret udstyr i akutte situationer	http://data.europa.eu/esco/skill/03500955-88a6-4c3d-a8c0-7594409dcff0	skill/competence			Betjene udstyr som f.eks. eksterne defibrillatorer og genoplivningsballoner, -masker, rygortoser og trækskinner samt intravenøse drop i avancerede respiratormiljøer, udføre elektrokardiogrammer, når det er påkrævet.
planlægge fordeling af detailplads	http://data.europa.eu/esco/skill/03520ff5-9e68-434b-91fa-3ced9c085159	skill/competence			Fordele detailarealer, der er afsat til bestemte kategorier, på en effektiv måde.
skrive brochurer	http://data.europa.eu/esco/skill/03589d0d-a6f0-4d68-b5eb-dafbc6833efe	skill/competence			Udarbejde brochurer, såsom rekrutteringsbrochurer med henblik på at rekruttere folk, eller reklamefoldere for at bidrage til udviklingen af pr-kampagner.
bruge udstyr til smykkefremstilling	http://data.europa.eu/esco/skill/03598f35-15f1-41fa-bd8a-313e74523307	skill/competence			Håndtere, ændre eller reparere udstyr til reparation af smykker, f.eks. opspændingsværktøjer samt håndværktøj såsom siklinger, skærere, mejsler og høvleværktøj.
smage vin	http://data.europa.eu/esco/skill/0359f76c-3ef3-4e52-abcf-1b2b32ed20a5	skill/competence			Smage vine med henblik på sensorisk undersøgelse og vurdering af vine, og kontrollere vinens udseende og karakteristika, såsom aromaen i glasset, fornemmelsen i munden og eftersmagen.
fremstilling af haner og ventiler	http://data.europa.eu/esco/skill/035afc40-e8fc-448f-b287-1a973fb5aa93	knowledge			Fremstilling af industri-, sanitets- eller opvarmningshaner og -ventiler.
tjekke sensoriske parametre for olier og fedtstoffer	http://data.europa.eu/esco/skill/0361c099-da6c-404e-984b-a8b8a0c017d1	skill/competence			Kontrollere sensoriske parametre for olivenolie, frøolier og spiselige fedtstoffer såsom smag, lugt og berøring.
vedligeholde kokilledele	http://data.europa.eu/esco/skill/0377c027-2839-4b30-9acb-bb68daf925f5	skill/competence			Udføre mindre reparationsopgaver og vedligeholdelse af dele af kokiller og kokilledele.
forstå talt ungarsk	http://data.europa.eu/esco/skill/037b5e5f-db3c-40cd-864e-5b9b9a3a080d	skill/competence			Forstå mundtlig ungarsk.
planlægge vedligeholdelse af elsystemer i lufthavn	http://data.europa.eu/esco/skill/037c8da7-6a0d-42b8-b979-c4abe7c92d48	skill/competence			Planlægge vedligeholdelse af hvert enkelt element i en lufthavns elsystem. Fastsætte hyppigheden for vedligeholdelse af de forskellige elementer, samtidig med at den samlede lufthavnsdrift overvåges.
foretage præhospitalsbehandling af akutte traumer	http://data.europa.eu/esco/skill/038256f5-7b18-4e6f-8314-2401be1b601b	skill/competence			Yde akut lægehjælp og præhospitalsbehandling i forbindelse med enkle og flerdobbelte systemtraumer, kontrollere blødninger, behandle chok, forbundne sår samt fiksere smertefulde, hævede eller deformerede ekstremiteter, nakke eller rygrad.
tobakkens historie	http://data.europa.eu/esco/skill/038a6d0f-787f-4f71-aac6-bd54e16c57cf	knowledge			De forskellige faser og udviklingen inden for dyrkning af tobak, kulturelle særegenheder og handel gennem tiden.
udføre event management	http://data.europa.eu/esco/skill/03a0ab28-ce99-4e14-baf8-a66c55da28f8	skill/competence			Planlægge og udføre alle de tekniske og logistiske forhold, der er nødvendige for en vellykket event.
forstå talt walisisk	http://data.europa.eu/esco/skill/03a53283-d3ee-41c1-ab3e-eb806616440e	skill/competence			Forstå mundtlig walisisk.
administrere IKT-dataklassifikation	http://data.europa.eu/esco/skill/03a74eee-2dc6-4147-8667-5cdeb65f122d	skill/competence			Føre tilsyn med klassificeringssystemet, som en organisation bruger til at organisere sine data. Udpege en ejer til hvert enkelt datakoncept eller størstedelen af koncepterne og bestemme værdien af hver enkelt datapost.
føre fortegnelser over lag	http://data.europa.eu/esco/skill/03aa85d2-9a67-455f-b901-595e685afdd2	skill/competence			Registrere tal for en bestemt lagskæringssekvens ved at anbringe serienumre på lagerenheder og udstedte stempelmærker.
arbejde på en økonomisk effektiv måde	http://data.europa.eu/esco/skill/03ae1add-eecd-46b1-8117-742b4d7666d4	skill/competence			Udføre arbejdsprocesser så effektivt som muligt og så vidt muligt undgå spild af materialer, tid og energi.
